no,code,name,bracket,NoTournament_id
888,S,Semifinals,S,189
889,F3,Final 3rd Place,F,189
890,F1,Final 1st Place,F,189
891,UKR,Country quota for UKR,,206
892,I,Round 1,W,206
893,II,Round 2,W,206
894,I,Round 1,W,206
895,II,Round 2,W,206
896,R13,Losers are ranked 13th,L,206
897,R9,Losers are ranked 9th,L,206
898,III,Round 3,W,206
899,R7,Losers are ranked 7th,L,206
900,R5,Losers are ranked 5th,L,206
901,SF,Semi-finals,W,206
902,F3,Final 3rd Place,F,206
903,F1,Final 1st Place,F,206
904,BRA,Country quota for BRA,,216
905,CAN,Country quota for CAN,,216
906,USA,Country quota for USA,,216
907,I,Round 1,W,216
908,II,Round 2,W,216
909,III,Round 3,W,216
910,PA,Pool A,A,216
911,PB,Pool B,B,216
912,PC,Pool C,C,216
913,PD,Pool D,D,216
914,PE,Pool E,E,216
915,PF,Pool F,F,216
916,PG,Pool G,G,216
917,PH,Pool H,H,216
918,I,Round 1,W,216
919,II,Round 2,W,216
920,III,Round 3,W,216
921,S,Semifinals,S,216
922,F3,Final 3rd Place,F,216
923,F1,Final 1st Place,F,216
924,BRA,Country quota for BRA,,217
925,I,Round 1,W,217
926,II,Round 2,W,217
927,PJ,Pool J,J,217
928,PK,Pool K,K,217
929,PL,Pool L,L,217
930,PM,Pool M,M,217
931,PN,Pool N,N,217
932,PO,Pool O,O,217
933,PP,Pool P,P,217
934,PQ,Pool Q,Q,217
935,I,Round 1,W,217
936,II,Round 2,W,217
937,III,Round 3,W,217
938,S,Semifinals,S,217
939,F3,Final 3rd Place,F,217
940,F1,Final 1st Place,F,217
941,BRA,Country quota for BRA,,218
942,I,Round 1,W,218
943,II,Round 2,W,218
944,PJ,Pool J,J,218
945,PK,Pool K,K,218
946,PL,Pool L,L,218
947,PM,Pool M,M,218
948,PN,Pool N,N,218
949,PO,Pool O,O,218
950,PP,Pool P,P,218
951,PQ,Pool Q,Q,218
952,I,Round 1,W,218
953,II,Round 2,W,218
954,III,Round 3,W,218
955,S,Semifinals,S,218
956,F3,Final 3rd Place,F,218
957,F1,Final 1st Place,F,218
958,BRA,Country quota for BRA,,219
959,GER,Country quota for GER,,219
960,I,Round 1,W,219
961,II,Round 2,W,219
962,PJ,Pool J,J,219
963,PK,Pool K,K,219
964,PL,Pool L,L,219
965,PM,Pool M,M,219
966,PN,Pool N,N,219
967,PO,Pool O,O,219
968,PP,Pool P,P,219
969,PQ,Pool Q,Q,219
970,I,Round 1,W,219
971,II,Round 2,W,219
972,III,Round 3,W,219
973,S,Semifinals,S,219
974,F3,Final 3rd Place,F,219
975,F1,Final 1st Place,F,219
976,BRA,Country quota for BRA,,220
977,GER,Country quota for GER,,220
978,I,Round 1,W,220
979,II,Round 2,W,220
980,PJ,Pool J,J,220
981,PK,Pool K,K,220
982,PL,Pool L,L,220
983,PM,Pool M,M,220
984,PN,Pool N,N,220
985,PO,Pool O,O,220
986,PP,Pool P,P,220
987,PQ,Pool Q,Q,220
988,I,Round 1,W,220
989,II,Round 2,W,220
990,III,Round 3,W,220
991,S,Semifinals,S,220
992,F3,Final 3rd Place,F,220
993,F1,Final 1st Place,F,220
994,PA,Pool A,A,222
995,PB,Pool B,B,222
996,PC,Pool C,C,222
997,PD,Pool D,D,222
998,PE,Pool E,E,222
999,PF,Pool F,F,222
1000,I,Round 1,W,222
1001,II,Round 2,W,222
1002,R13,Losers are ranked 13th,L,222
1003,R9,Losers are ranked 9th,L,222
1004,III,Round 3,W,222
1005,R7,Losers are ranked 7th,L,222
1006,R5,Losers are ranked 5th,L,222
1007,SF,Semi-finals,W,222
1008,F3,Final 3rd Place,F,222
1009,F1,Final 1st Place,F,222
1010,BRA,Country quota for BRA,,223
1011,NOR,Country quota for NOR,,223
1012,I,Round 1,W,223
1013,II,Round 2,W,223
1014,I,Round 1,W,223
1015,II,Round 2,W,223
1016,R25,Losers are ranked 25th,L,223
1017,R17,Losers are ranked 17th,L,223
1018,III,Round 3,W,223
1019,R13,Losers are ranked 13th,L,223
1020,R9,Losers are ranked 9th,L,223
1021,IIII,Round 4,W,223
1022,R7,Losers are ranked 7th,L,223
1023,R5,Losers are ranked 5th,L,223
1024,S,Semifinals,S,223
1025,F3,Final 3rd Place,F,223
1026,F1,Final 1st Place,F,223
1027,NOR,Country quota for NOR,,224
1028,I,Round 1,W,224
1029,II,Round 2,W,224
1030,I,Round 1,W,224
1031,II,Round 2,W,224
1032,R25,Losers are ranked 25th,L,224
1033,R17,Losers are ranked 17th,L,224
1034,III,Round 3,W,224
1035,R13,Losers are ranked 13th,L,224
1036,R9,Losers are ranked 9th,L,224
1037,IIII,Round 4,W,224
1038,R7,Losers are ranked 7th,L,224
1039,R5,Losers are ranked 5th,L,224
1040,S,Semifinals,S,224
1041,F3,Final 3rd Place,F,224
1042,F1,Final 1st Place,F,224
1043,BRA,Country quota for BRA,,225
1044,NOR,Country quota for NOR,,225
1045,I,Round 1,W,225
1046,II,Round 2,W,225
1047,I,Round 1,W,225
1048,II,Round 2,W,225
1049,R25,Losers are ranked 25th,L,225
1050,R17,Losers are ranked 17th,L,225
1051,III,Round 3,W,225
1052,R13,Losers are ranked 13th,L,225
1053,R9,Losers are ranked 9th,L,225
1054,IIII,Round 4,W,225
1055,R7,Losers are ranked 7th,L,225
1056,R5,Losers are ranked 5th,L,225
1057,S,Semifinals,S,225
1058,F3,Final 3rd Place,F,225
1059,F1,Final 1st Place,F,225
1060,RUS,Country quota for RUS,,226
1061,ITA,Country quota for ITA,,226
1062,AFR,Country quota for AFR,,226
1063,BRA,Country quota for BRA,,226
1064,NOR,Country quota for NOR,,226
1065,I,Round 1,W,226
1066,II,Round 2,W,226
1067,III,Round 3,W,226
1068,I,Round 1,W,226
1069,II,Round 2,W,226
1070,R25,Losers are ranked 25th,L,226
1071,R17,Losers are ranked 17th,L,226
1072,III,Round 3,W,226
1073,R13,Losers are ranked 13th,L,226
1074,R9,Losers are ranked 9th,L,226
1075,IIII,Round 4,W,226
1076,R7,Losers are ranked 7th,L,226
1077,R5,Losers are ranked 5th,L,226
1078,S,Semifinals,S,226
1079,F3,Final 3rd Place,F,226
1080,F1,Final 1st Place,F,226
1081,I,Round 1,W,235
1082,II,Round 2,W,235
1083,I,Round 1,W,235
1084,II,Round 2,W,235
1085,R13,Losers are ranked 13th,L,235
1086,R9,Losers are ranked 9th,L,235
1087,III,Round 3,W,235
1088,R7,Losers are ranked 7th,L,235
1089,R5,Losers are ranked 5th,L,235
1090,SF,Semi-finals,W,235
1091,F3,Final 3rd Place,F,235
1092,F1,Final 1st Place,F,235
1093,I,Round 1,W,236
1094,I,Round 1,W,236
1095,II,Round 2,W,236
1096,R13,Losers are ranked 13th,L,236
1097,R9,Losers are ranked 9th,L,236
1098,III,Round 3,W,236
1099,R7,Losers are ranked 7th,L,236
1100,R5,Losers are ranked 5th,L,236
1101,SF,Semi-finals,W,236
1102,F3,Final 3rd Place,F,236
1103,F1,Final 1st Place,F,236
1104,I,Round 1,W,237
1105,II,Round 2,W,237
1106,III,Round 3,W,237
1107,I,Round 1,W,237
1108,II,Round 2,W,237
1109,R13,Losers are ranked 13th,L,237
1110,R9,Losers are ranked 9th,L,237
1111,III,Round 3,W,237
1112,R7,Losers are ranked 7th,L,237
1113,R5,Losers are ranked 5th,L,237
1114,SF,Semi-finals,W,237
1115,F3,Final 3rd Place,F,237
1116,F1,Final 1st Place,F,237
1117,SUI,Country quota for SUI,,238
1118,GBR,Country quota for GBR,,238
1119,I,Round 1,W,238
1120,II,Round 2,W,238
1121,I,Round 1,W,238
1122,II,Round 2,W,238
1123,R13,Losers are ranked 13th,L,238
1124,R9,Losers are ranked 9th,L,238
1125,III,Round 3,W,238
1126,R7,Losers are ranked 7th,L,238
1127,R5,Losers are ranked 5th,L,238
1128,SF,Semi-finals,W,238
1129,F3,Final 3rd Place,F,238
1130,F1,Final 1st Place,F,238
1131,FRA,Country quota for FRA,,239
1132,I,Round 1,W,239
1133,I,Round 1,W,239
1134,II,Round 2,W,239
1135,R13,Losers are ranked 13th,L,239
1136,R9,Losers are ranked 9th,L,239
1137,III,Round 3,W,239
1138,R7,Losers are ranked 7th,L,239
1139,R5,Losers are ranked 5th,L,239
1140,SF,Semi-finals,W,239
1141,F3,Final 3rd Place,F,239
1142,F1,Final 1st Place,F,239
1143,I,Round 1,W,243
1144,II,Round 2,W,243
1145,I,Round 1,W,243
1146,II,Round 2,W,243
1147,R13,Losers are ranked 13th,L,243
1148,R9,Losers are ranked 9th,L,243
1149,III,Round 3,W,243
1150,R7,Losers are ranked 7th,L,243
1151,R5,Losers are ranked 5th,L,243
1152,SF,Semi-finals,W,243
1153,F3,Final 3rd Place,F,243
1154,F1,Final 1st Place,F,243
1155,I,Round 1,W,244
1156,II,Round 2,W,244
1157,I,Round 1,W,244
1158,II,Round 2,W,244
1159,R13,Losers are ranked 13th,L,244
1160,R9,Losers are ranked 9th,L,244
1161,III,Round 3,W,244
1162,R7,Losers are ranked 7th,L,244
1163,R5,Losers are ranked 5th,L,244
1164,SF,Semi-finals,W,244
1165,F3,Final 3rd Place,F,244
1166,F1,Final 1st Place,F,244
1167,BRA,Country quota for BRA,,264
1168,GER,Country quota for GER,,264
1169,I,Round 1,W,264
1170,II,Round 2,W,264
1171,I,Round 1,W,264
1172,II,Round 2,W,264
1173,R25,Losers are ranked 25th,L,264
1174,R17,Losers are ranked 17th,L,264
1175,III,Round 3,W,264
1176,R13,Losers are ranked 13th,L,264
1177,R9,Losers are ranked 9th,L,264
1178,IIII,Round 4,W,264
1179,R7,Losers are ranked 7th,L,264
1180,R5,Losers are ranked 5th,L,264
1181,S,Semifinals,S,264
1182,F3,Final 3rd Place,F,264
1183,F1,Final 1st Place,F,264
1184,I,Round 1,W,265
1185,II,Round 2,W,265
1186,III,Round 3,W,265
1187,I,Round 1,W,265
1188,II,Round 2,W,265
1189,R25,Losers are ranked 25th,L,265
1190,R17,Losers are ranked 17th,L,265
1191,III,Round 3,W,265
1192,R13,Losers are ranked 13th,L,265
1193,R9,Losers are ranked 9th,L,265
1194,IIII,Round 4,W,265
1195,R7,Losers are ranked 7th,L,265
1196,R5,Losers are ranked 5th,L,265
1197,S,Semifinals,S,265
1198,F3,Final 3rd Place,F,265
1199,F1,Final 1st Place,F,265
1200,I,Round 1,W,266
1201,II,Round 2,W,266
1202,I,Round 1,W,266
1203,II,Round 2,W,266
1204,R25,Losers are ranked 25th,L,266
1205,R17,Losers are ranked 17th,L,266
1206,III,Round 3,W,266
1207,R13,Losers are ranked 13th,L,266
1208,R9,Losers are ranked 9th,L,266
1209,IIII,Round 4,W,266
1210,R7,Losers are ranked 7th,L,266
1211,R5,Losers are ranked 5th,L,266
1212,S,Semifinals,S,266
1213,F3,Final 3rd Place,F,266
1214,F1,Final 1st Place,F,266
1215,ITA,Country quota for ITA,,275
1216,I,Round 1,W,275
1217,II,Round 2,W,275
1218,III,Round 3,W,275
1219,I,Round 1,W,275
1220,II,Round 2,W,275
1221,R13,Losers are ranked 13th,L,275
1222,R9,Losers are ranked 9th,L,275
1223,III,Round 3,W,275
1224,R7,Losers are ranked 7th,L,275
1225,R5,Losers are ranked 5th,L,275
1226,SF,Semi-finals,W,275
1227,F3,Final 3rd Place,F,275
1228,F1,Final 1st Place,F,275
1229,I,Round 1,W,276
1230,II,Round 2,W,276
1231,PJ,Pool J,J,276
1232,PK,Pool K,K,276
1233,PL,Pool L,L,276
1234,PM,Pool M,M,276
1235,PN,Pool N,N,276
1236,PO,Pool O,O,276
1237,PP,Pool P,P,276
1238,PQ,Pool Q,Q,276
1239,I,Round 1,W,276
1240,II,Round 2,W,276
1241,III,Round 3,W,276
1242,S,Semifinals,S,276
1243,F3,Final 3rd Place,F,276
1244,F1,Final 1st Place,F,276
1245,BRA,Country quota for BRA,,277
1246,I,Round 1,W,277
1247,II,Round 2,W,277
1248,PJ,Pool J,J,277
1249,PK,Pool K,K,277
1250,PL,Pool L,L,277
1251,PM,Pool M,M,277
1252,PN,Pool N,N,277
1253,PO,Pool O,O,277
1254,PP,Pool P,P,277
1255,PQ,Pool Q,Q,277
1256,I,Round 1,W,277
1257,II,Round 2,W,277
1258,III,Round 3,W,277
1259,S,Semifinals,S,277
1260,F3,Final 3rd Place,F,277
1261,F1,Final 1st Place,F,277
1262,BRA,Country quota for BRA,,278
1263,GER,Country quota for GER,,278
1264,I,Round 1,W,278
1265,II,Round 2,W,278
1266,PJ,Pool J,J,278
1267,PK,Pool K,K,278
1268,PL,Pool L,L,278
1269,PM,Pool M,M,278
1270,PN,Pool N,N,278
1271,PO,Pool O,O,278
1272,PP,Pool P,P,278
1273,PQ,Pool Q,Q,278
1274,I,Round 1,W,278
1275,II,Round 2,W,278
1276,III,Round 3,W,278
1277,S,Semifinals,S,278
1278,F3,Final 3rd Place,F,278
1279,F1,Final 1st Place,F,278
1280,BRA,Country quota for BRA,,292
1281,ESP,Country quota for ESP,,292
1282,GER,Country quota for GER,,292
1283,I,Round 1,W,292
1284,II,Round 2,W,292
1285,III,Round 3,W,292
1286,I,Round 1,W,292
1287,II,Round 2,W,292
1288,R25,Losers are ranked 25th,L,292
1289,R17,Losers are ranked 17th,L,292
1290,III,Round 3,W,292
1291,R13,Losers are ranked 13th,L,292
1292,R9,Losers are ranked 9th,L,292
1293,IIII,Round 4,W,292
1294,R7,Losers are ranked 7th,L,292
1295,R5,Losers are ranked 5th,L,292
1296,S,Semifinals,S,292
1297,F3,Final 3rd Place,F,292
1298,F1,Final 1st Place,F,292
1299,BRA,Country quota for BRA,,293
1300,NOR,Country quota for NOR,,293
1301,ESP,Country quota for ESP,,293
1302,I,Round 1,W,293
1303,II,Round 2,W,293
1304,III,Round 3,W,293
1305,I,Round 1,W,293
1306,II,Round 2,W,293
1307,R25,Losers are ranked 25th,L,293
1308,R17,Losers are ranked 17th,L,293
1309,III,Round 3,W,293
1310,R13,Losers are ranked 13th,L,293
1311,R9,Losers are ranked 9th,L,293
1312,IIII,Round 4,W,293
1313,R7,Losers are ranked 7th,L,293
1314,R5,Losers are ranked 5th,L,293
1315,S,Semifinals,S,293
1316,F3,Final 3rd Place,F,293
1317,F1,Final 1st Place,F,293
1318,ESP,Country quota for ESP,,294
1319,I,Round 1,W,294
1320,II,Round 2,W,294
1321,I,Round 1,W,294
1322,II,Round 2,W,294
1323,R25,Losers are ranked 25th,L,294
1324,R17,Losers are ranked 17th,L,294
1325,III,Round 3,W,294
1326,R13,Losers are ranked 13th,L,294
1327,R9,Losers are ranked 9th,L,294
1328,IIII,Round 4,W,294
1329,R7,Losers are ranked 7th,L,294
1330,R5,Losers are ranked 5th,L,294
1331,S,Semifinals,S,294
1332,F3,Final 3rd Place,F,294
1333,F1,Final 1st Place,F,294
1334,BRA,Country quota for BRA,,295
1335,GER,Country quota for GER,,295
1336,I,Round 1,W,295
1337,I,Round 1,W,295
1338,II,Round 2,W,295
1339,III,Round 3,W,295
1340,IV,Round 4,W,295
1341,S,Semifinals,S,295
1342,F3,Final 3rd Place,F,295
1343,F1,Final 1st Place,F,295
1344,NED,Country quota for NED,,296
1345,I,Round 1,W,296
1346,II,Round 2,W,296
1347,III,Round 3,W,296
1348,I,Round 1,W,296
1349,II,Round 2,W,296
1350,R25,Losers are ranked 25th,L,296
1351,R17,Losers are ranked 17th,L,296
1352,III,Round 3,W,296
1353,R13,Losers are ranked 13th,L,296
1354,R9,Losers are ranked 9th,L,296
1355,IIII,Round 4,W,296
1356,R7,Losers are ranked 7th,L,296
1357,R5,Losers are ranked 5th,L,296
1358,S,Semifinals,S,296
1359,F3,Final 3rd Place,F,296
1360,F1,Final 1st Place,F,296
1361,AUS,Country quota for AUS,,300
1362,CAN,Country quota for CAN,,300
1363,I,Round 1,W,300
1364,II,Round 2,W,300
1365,I,Round 1,W,300
1366,II,Round 2,W,300
1367,R25,Losers are ranked 25th,L,300
1368,R17,Losers are ranked 17th,L,300
1369,III,Round 3,W,300
1370,R13,Losers are ranked 13th,L,300
1371,R9,Losers are ranked 9th,L,300
1372,IIII,Round 4,W,300
1373,R7,Losers are ranked 7th,L,300
1374,R5,Losers are ranked 5th,L,300
1375,S,Semifinals,S,300
1376,F3,Final 3rd Place,F,300
1377,F1,Final 1st Place,F,300
1378,CAN,Country quota for CAN,,301
1379,AUS,Country quota for AUS,,301
1380,I,Round 1,W,301
1381,II,Round 2,W,301
1382,I,Round 1,W,301
1383,II,Round 2,W,301
1384,R25,Losers are ranked 25th,L,301
1385,R17,Losers are ranked 17th,L,301
1386,III,Round 3,W,301
1387,R13,Losers are ranked 13th,L,301
1388,R9,Losers are ranked 9th,L,301
1389,IIII,Round 4,W,301
1390,R7,Losers are ranked 7th,L,301
1391,R5,Losers are ranked 5th,L,301
1392,S,Semifinals,S,301
1393,F3,Final 3rd Place,F,301
1394,F1,Final 1st Place,F,301
1395,BRA,Country quota for BRA,,303
1396,CZE,Country quota for CZE,,303
1397,NED,Country quota for NED,,303
1398,I,Round 1,W,303
1399,II,Round 2,W,303
1400,III,Round 3,W,303
1401,I,Round 1,W,303
1402,II,Round 2,W,303
1403,R25,Losers are ranked 25th,L,303
1404,R17,Losers are ranked 17th,L,303
1405,III,Round 3,W,303
1406,R13,Losers are ranked 13th,L,303
1407,R9,Losers are ranked 9th,L,303
1408,IIII,Round 4,W,303
1409,R7,Losers are ranked 7th,L,303
1410,R5,Losers are ranked 5th,L,303
1411,S,Semifinals,S,303
1412,F3,Final 3rd Place,F,303
1413,F1,Final 1st Place,F,303
1414,BRA,Country quota for BRA,,304
1415,GER,Country quota for GER,,304
1416,NOR,Country quota for NOR,,304
1417,RUS,Country quota for RUS,,304
1418,NED,Country quota for NED,,304
1419,I,Round 1,W,304
1420,II,Round 2,W,304
1421,III,Round 3,W,304
1422,I,Round 1,W,304
1423,II,Round 2,W,304
1424,R25,Losers are ranked 25th,L,304
1425,R17,Losers are ranked 17th,L,304
1426,III,Round 3,W,304
1427,R13,Losers are ranked 13th,L,304
1428,R9,Losers are ranked 9th,L,304
1429,IIII,Round 4,W,304
1430,R7,Losers are ranked 7th,L,304
1431,R5,Losers are ranked 5th,L,304
1432,S,Semifinals,S,304
1433,F3,Final 3rd Place,F,304
1434,F1,Final 1st Place,F,304
1435,NED,Country quota for NED,,305
1436,SRB,Country quota for SRB,,305
1437,I,Round 1,W,305
1438,I,Round 1,W,305
1439,II,Round 2,W,305
1440,R17,Losers are ranked 17th,L,305
1441,III,Round 3,W,305
1442,R13,Losers are ranked 13th,L,305
1443,R9,Losers are ranked 9th,L,305
1444,IIII,Round 4,W,305
1445,R7,Losers are ranked 7th,L,305
1446,R5,Losers are ranked 5th,L,305
1447,S,Semifinals,S,305
1448,F3,Final 3rd Place,F,305
1449,F1,Final 1st Place,F,305
1450,SRB,Country quota for SRB,,306
1451,I,Round 1,W,306
1452,II,Round 2,W,306
1453,I,Round 1,W,306
1454,II,Round 2,W,306
1455,R17,Losers are ranked 17th,L,306
1456,III,Round 3,W,306
1457,R13,Losers are ranked 13th,L,306
1458,R9,Losers are ranked 9th,L,306
1459,IIII,Round 4,W,306
1460,R7,Losers are ranked 7th,L,306
1461,R5,Losers are ranked 5th,L,306
1462,S,Semifinals,S,306
1463,F3,Final 3rd Place,F,306
1464,F1,Final 1st Place,F,306
1465,BRA,Country quota for BRA,,317
1466,USA,Country quota for USA,,317
1467,SUI,Country quota for SUI,,317
1468,I,Round 1,W,317
1469,II,Round 2,W,317
1470,III,Round 3,W,317
1471,I,Round 1,W,317
1472,II,Round 2,W,317
1473,R25,Losers are ranked 25th,L,317
1474,R17,Losers are ranked 17th,L,317
1475,III,Round 3,W,317
1476,R13,Losers are ranked 13th,L,317
1477,R9,Losers are ranked 9th,L,317
1478,IIII,Round 4,W,317
1479,R7,Losers are ranked 7th,L,317
1480,R5,Losers are ranked 5th,L,317
1481,S,Semifinals,S,317
1482,F3,Final 3rd Place,F,317
1483,F1,Final 1st Place,F,317
1484,BRA,Country quota for BRA,,318
1485,USA,Country quota for USA,,318
1486,I,Round 1,W,318
1487,II,Round 2,W,318
1488,PJ,Pool J,J,318
1489,PK,Pool K,K,318
1490,PL,Pool L,L,318
1491,PM,Pool M,M,318
1492,PN,Pool N,N,318
1493,PO,Pool O,O,318
1494,PP,Pool P,P,318
1495,PQ,Pool Q,Q,318
1496,I,Round 1,W,318
1497,II,Round 2,W,318
1498,III,Round 3,W,318
1499,S,Semifinals,S,318
1500,F3,Final 3rd Place,F,318
1501,F1,Final 1st Place,F,318
1502,GER,Country quota for GER,,319
1503,I,Round 1,W,319
1504,II,Round 2,W,319
1505,PJ,Pool J,J,319
1506,PK,Pool K,K,319
1507,PL,Pool L,L,319
1508,PM,Pool M,M,319
1509,PN,Pool N,N,319
1510,PO,Pool O,O,319
1511,PP,Pool P,P,319
1512,PQ,Pool Q,Q,319
1513,I,Round 1,W,319
1514,II,Round 2,W,319
1515,III,Round 3,W,319
1516,S,Semifinals,S,319
1517,F3,Final 3rd Place,F,319
1518,F1,Final 1st Place,F,319
1519,PA,Pool A,A,323
1520,PB,Pool B,B,323
1521,PC,Pool C,C,323
1522,PD,Pool D,D,323
1523,PE,Pool E,E,323
1524,PF,Pool F,F,323
1525,I,Round 1,W,323
1526,II,Round 2,W,323
1527,R13,Losers are ranked 13th,L,323
1528,R9,Losers are ranked 9th,L,323
1529,III,Round 3,W,323
1530,R7,Losers are ranked 7th,L,323
1531,R5,Losers are ranked 5th,L,323
1532,SF,Semi-finals,W,323
1533,F3,Final 3rd Place,F,323
1534,F1,Final 1st Place,F,323
1535,BRA,Country quota for BRA,,324
1536,NOR,Country quota for NOR,,324
1537,I,Round 1,W,324
1538,II,Round 2,W,324
1539,III,Round 3,W,324
1540,I,Round 1,W,324
1541,II,Round 2,W,324
1542,R25,Losers are ranked 25th,L,324
1543,R17,Losers are ranked 17th,L,324
1544,III,Round 3,W,324
1545,R13,Losers are ranked 13th,L,324
1546,R9,Losers are ranked 9th,L,324
1547,IIII,Round 4,W,324
1548,R7,Losers are ranked 7th,L,324
1549,R5,Losers are ranked 5th,L,324
1550,S,Semifinals,S,324
1551,F3,Final 3rd Place,F,324
1552,F1,Final 1st Place,F,324
1553,BRA,Country quota for BRA,,325
1554,ITA,Country quota for ITA,,325
1555,NED,Country quota for NED,,325
1556,RUS,Country quota for RUS,,325
1557,I,Round 1,W,325
1558,II,Round 2,W,325
1559,III,Round 3,W,325
1560,I,Round 1,W,325
1561,II,Round 2,W,325
1562,R25,Losers are ranked 25th,L,325
1563,R17,Losers are ranked 17th,L,325
1564,III,Round 3,W,325
1565,R13,Losers are ranked 13th,L,325
1566,R9,Losers are ranked 9th,L,325
1567,IIII,Round 4,W,325
1568,R7,Losers are ranked 7th,L,325
1569,R5,Losers are ranked 5th,L,325
1570,S,Semifinals,S,325
1571,F3,Final 3rd Place,F,325
1572,F1,Final 1st Place,F,325
1573,EST,Country quota for EST,,328
1574,I,Round 1,W,328
1575,II,Round 2,W,328
1576,III,Round 3,W,328
1577,I,Round 1,W,328
1578,II,Round 2,W,328
1579,R13,Losers are ranked 13th,L,328
1580,R9,Losers are ranked 9th,L,328
1581,III,Round 3,W,328
1582,R7,Losers are ranked 7th,L,328
1583,R5,Losers are ranked 5th,L,328
1584,SF,Semi-finals,W,328
1585,F3,Final 3rd Place,F,328
1586,F1,Final 1st Place,F,328
1587,BRA,Country quota for BRA,,350
1588,GER,Country quota for GER,,350
1589,ITA,Country quota for ITA,,350
1590,NED,Country quota for NED,,350
1591,I,Round 1,W,350
1592,II,Round 2,W,350
1593,III,Round 3,W,350
1594,I,Round 1,W,350
1595,II,Round 2,W,350
1596,R25,Losers are ranked 25th,L,350
1597,R17,Losers are ranked 17th,L,350
1598,III,Round 3,W,350
1599,R13,Losers are ranked 13th,L,350
1600,R9,Losers are ranked 9th,L,350
1601,IIII,Round 4,W,350
1602,R7,Losers are ranked 7th,L,350
1603,R5,Losers are ranked 5th,L,350
1604,S,Semifinals,S,350
1605,F3,Final 3rd Place,F,350
1606,F1,Final 1st Place,F,350
1607,BRA,Country quota for BRA,,351
1608,GER,Country quota for GER,,351
1609,I,Round 1,W,351
1610,II,Round 2,W,351
1611,PJ,Pool J,J,351
1612,PK,Pool K,K,351
1613,PL,Pool L,L,351
1614,PM,Pool M,M,351
1615,PN,Pool N,N,351
1616,PO,Pool O,O,351
1617,PP,Pool P,P,351
1618,PQ,Pool Q,Q,351
1619,I,Round 1,W,351
1620,II,Round 2,W,351
1621,III,Round 3,W,351
1622,S,Semifinals,S,351
1623,F3,Final 3rd Place,F,351
1624,F1,Final 1st Place,F,351
1625,AUT,Country quota for AUT,,355
1626,SUI,Country quota for SUI,,355
1627,ITA,Country quota for ITA,,355
1628,CAN,Country quota for CAN,,355
1629,BRA,Country quota for BRA,,355
1630,I,Round 1,W,355
1631,II,Round 2,W,355
1632,III,Round 3,W,355
1633,IV,Round 4,W,355
1634,I,Round 1,W,355
1635,II,Round 2,W,355
1636,R25,Losers are ranked 25th,L,355
1637,R17,Losers are ranked 17th,L,355
1638,III,Round 3,W,355
1639,R13,Losers are ranked 13th,L,355
1640,R9,Losers are ranked 9th,L,355
1641,IIII,Round 4,W,355
1642,R7,Losers are ranked 7th,L,355
1643,R5,Losers are ranked 5th,L,355
1644,S,Semifinals,S,355
1645,F3,Final 3rd Place,F,355
1646,F1,Final 1st Place,F,355
1647,AUT,Country quota for AUT,,356
1648,BRA,Country quota for BRA,,356
1649,ITA,Country quota for ITA,,356
1650,NOR,Country quota for NOR,,356
1651,I,Round 1,W,356
1652,II,Round 2,W,356
1653,III,Round 3,W,356
1654,I,Round 1,W,356
1655,II,Round 2,W,356
1656,R25,Losers are ranked 25th,L,356
1657,R17,Losers are ranked 17th,L,356
1658,III,Round 3,W,356
1659,R13,Losers are ranked 13th,L,356
1660,R9,Losers are ranked 9th,L,356
1661,IIII,Round 4,W,356
1662,R7,Losers are ranked 7th,L,356
1663,R5,Losers are ranked 5th,L,356
1664,S,Semifinals,S,356
1665,F3,Final 3rd Place,F,356
1666,F1,Final 1st Place,F,356
1667,BRA,Country quota for BRA,,357
1668,USA,Country quota for USA,,357
1669,ITA,Country quota for ITA,,357
1670,I,Round 1,W,357
1671,II,Round 2,W,357
1672,III,Round 3,W,357
1673,I,Round 1,W,357
1674,II,Round 2,W,357
1675,R25,Losers are ranked 25th,L,357
1676,R17,Losers are ranked 17th,L,357
1677,III,Round 3,W,357
1678,R13,Losers are ranked 13th,L,357
1679,R9,Losers are ranked 9th,L,357
1680,IIII,Round 4,W,357
1681,R7,Losers are ranked 7th,L,357
1682,R5,Losers are ranked 5th,L,357
1683,S,Semifinals,S,357
1684,F3,Final 3rd Place,F,357
1685,F1,Final 1st Place,F,357
1686,I,Round 1,W,361
1687,II,Round 2,W,361
